"Category","Trading Hours","Maximum Capacity","Suburb","Postcode","Latitude","Longitude","Region","Gaming"
"Producer's","Unspecified","Unspecified","RUSSELL BRIDGE","3331","-38.00348700","144.17495800","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","MAIN RIDGE","3928","-38.38518700","144.97447100","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","SEVILLE","3139","-37.77491820","145.49409500","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","YARRA JUNCTION","3797","-37.80279974","145.62360050","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","IRYMPLE","3498","-34.24142725","142.21253030","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MOONEE PONDS","3039","-37.75855400","144.91690800","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","FARADAY","3453","-37.04240900","144.29848350","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","RED HILL","3937","-38.35166600","145.05154800","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","CLUNES","3370","-37.29379315","143.78675960","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","SEVILLE","3139","-37.78213500","145.45575300","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.05620100","146.46274800","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","SUTHERLANDS CREEK","3331","-38.00003068","144.22729110","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","SEYMOUR","3660","-37.05523610","145.30876273","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MOONAMBEL","3478","-36.98893500","143.32190800","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","DONCASTER EAST","3109","-37.77490400","145.17279000","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","YARRA GLEN","3775","-37.64383500","145.41615200","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","TARRINGTON","3301","-37.80619830","142.08952700","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","LABERTOUCHE","3816","-38.03828800","145.80266200","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","MERRICKS NORTH","3926","-38.30883600","145.06735700","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","FRENCHMANS","3381","-36.98627049","143.20705600","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","COTTLES BRIDGE","3099","-37.59620500","145.23347500","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","KNOWSLEY","3523","-36.86585245","144.58265650","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","HEALESVILLE","3777","-37.65576320","145.50624725","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","HEATHCOTE","3523","-36.90505300","144.69129400","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","CORINELLA","3984","-38.43095493","145.48472010","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","BALNARRING","3926","-38.33898000","145.11223000","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","MARDAN","3953","-38.45298019","146.18059909","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","POREPUNKAH","3740","-36.68904634","146.90497040","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MOUNT ELIZA","3930","-38.21409764","145.07650290","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","ECHUCA","3564","-36.12161783","144.74674020","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","ELPHINSTONE","3448","-37.12674194","144.40938570","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MOLESWORTH","3718","-37.14146052","145.51927070","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","GUILDFORD","3451","-37.17769873","144.14775190","Grampians","Not allowed"
"Producer's","Unspecified","Between 100 and 199","HEATHCOTE","3523","-36.92880181","144.70499120","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MONGANS BRIDGE","3691","-36.58208183","147.07046840","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BUXTON","3711","-37.41022000","145.71064600","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.69094964","145.47676850","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","ELPHINSTONE","3448","-37.09566640","144.32701420","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COGHILLS CREEK","3364","-37.37608089","143.73391380","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","ARARAT","3377","-37.28300469","142.92193320","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","GLENHOPE","3444","-37.08895974","144.61007198","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BARWITE","3722","-37.00749506","146.19323938","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","TOOLLEEN","3551","-36.71678500","144.69285700","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","LOWER NORTON","3401","-36.80069230","142.07557390","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.05386716","146.45902813","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","GLENROWAN","3675","-36.45307000","146.23044000","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MUSK","3461","-37.37464570","144.19528690","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","RED HILL","3937","-38.36902100","144.97861900","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","NARRE WARREN NORTH","3805","-37.97304400","145.36067200","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","HEATHCOTE","3523","-36.94335270","144.66253751","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","HEATHCOTE","3523","-36.93170699","144.70018180","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","STRATHBOGIE","3666","-36.84690756","145.74801780","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","CORNELLA","3551","-36.69279246","144.74799197","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","HEALESVILLE","3777","-37.65386200","145.51646200","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","STEELS CREEK","3775","-37.55250960","145.38640060","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","MERRICKS","3916","-38.37973000","145.06921400","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","ANAKIE","3221","-37.89493805","144.25467430","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BRUTHEN","3885","-37.70813096","147.83169460","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","YUROKE","3063","-37.58792616","144.86505870","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","PARAPARAP","3240","-38.29593120","144.15866120","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","SEVILLE","3139","-37.79422885","145.45773880","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BEARII","3641","-35.90237029","145.35125350","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","TAWONGA SOUTH","3698","-36.73631389","147.15897690","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MOUNT CAMEL","3523","-36.77530541","144.73899175","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","ARDMONA","3629","-36.37016500","145.29415900","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","FRANKSTON","3199","-38.14699600","145.13167100","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","MELBOURNE","3004","-37.85214724","144.98087626","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","EMERALD","3782","-37.90639400","145.45075800","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","GRUYERE","3770","-37.69784995","145.48947750","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","LILYDALE","3140","-37.71897200","145.34204300","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","SHOREHAM","3916","-38.40339700","145.00643800","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","LAMPLOUGH","3467","-37.16291600","143.52733400","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","ECHUCA","3564","-36.12261770","144.74695470","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","PARAPARAP","3240","-38.32050866","144.15466640","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BARKERS CREEK","3451","-37.01558905","144.24124348","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68434560","145.47550580","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","DIXONS CREEK","3775","-37.59587700","145.41101600","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","TAMINICK","3675","-36.37708410","146.18457810","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","IRYMPLE","3498","-34.23492200","142.16858700","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","AVOCA","3467","-37.08821100","143.47433000","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","MOOROODUC","3933","-38.24698100","145.10540300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","DRYSDALE","3222","-38.17578300","144.56730800","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","WAHGUNYAH","3687","-36.03659800","146.39596800","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","TUERONG","3933","-38.27582100","145.07101300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","MILAWA","3678","-36.45423633","146.43030380","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","KATUNGA","3640","-36.01133220","145.46887450","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","DROMANA","3936","-38.31867300","145.01696300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","AVENEL","3664","-36.90435200","145.23565700","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","YERING","3770","-37.67239159","145.38109150","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BOBINAWARRAH EAST","3678","-36.47152129","146.50799090","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.06082410","146.39905650","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","YANDOIT CREEK","3461","-37.65362760","144.15996570","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","TRARALGON EAST","3844","-38.16975849","146.57919848","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","OLXEY","3678","-36.43869300","146.36944200","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","DRYSDALE","3222","-38.13740982","144.61032550","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.38578525","146.57734050","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","SEVILLE","3139","-37.78505335","145.47721690","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BANNOCKBURN","3331","-37.99238761","144.15237250","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","MILDURA SOUTH","3500","-34.22772780","142.11072160","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MERRICKS NORTH","3926","-38.33838600","145.05624100","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","RED CLIFFS","3496","-34.30507300","142.18803300","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68370400","145.46502000","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","AXEDALE","3551","-36.72808604","144.51344860","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MOOLAP","3220","-38.16183474","144.42924170","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","HARCOURT","3453","-36.91137196","144.25875500","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.05620100","146.46274800","Hume","Not allowed"
"Producer's","Unspecified","Between 20 and 49","MILDURA","3500","-34.18337175","142.16284620","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MAIN RIDGE","3928","-38.39128000","144.97249200","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","KNOWSLEY","3551","-36.80416200","144.69570600","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BACCHUS MARSH","3340","-37.66045781","144.45940220","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","HEALESVILLE","3777","-37.65163395","145.52254478","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","CHIRNSIDE PARK","3116","-37.73421993","145.32094870","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","AMHERST","3371","-37.14566455","143.62160840","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","DROUIN EAST","3818","-38.10804811","145.89579580","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","COROP","3559","-36.45466880","144.76144850","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","ALFREDTON","3350","-37.56836260","143.80893320","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","TALLAROOK","3659","-37.08147934","145.17394760","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","FISH CREEK","3959","-38.72912651","146.11962140","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","WELSHMANS REEF","3462","-37.06977500","144.04310400","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.69552279","145.41643100","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68368943","145.46045610","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.36041575","146.68618106","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BELLARINE","3321","-38.14039801","144.59710410","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BRUNSWICK EAST","3057","-37.77611000","144.97178300","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","GLENBURN","3717","-37.44870860","145.41685310","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","DROMANA","3936","-38.33300600","144.98559200","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","TALBOT","3371","-37.15767884","143.67367320","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","WALLINGTON","3221","-38.21326214","144.53913580","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","AVENEL","3664","-36.86884645","145.16012290","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","WALLINGTON","3221","-38.23368170","144.54018000","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","FORREST","3236","-38.51854304","143.71430600","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","MURRINDINDI","3717","-37.29172531","145.51558570","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","HEALESVILLE","3777","-37.65640085","145.50644394","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","MERBEIN","3505","-34.16844400","142.06058800","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BUNDOORA","3083","-37.70518100","145.07184000","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","MAFFRA WEST UPPER","3859","-37.89521375","146.81500680","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","KANUMBRA","3719","-37.02716295","145.68338950","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","EVERTON UPPER","3678","-36.39303500","146.56436900","Hume","Not allowed"
"Producer's","Unspecified","Between 200 and 499","SEVILLE","3139","-37.77888300","145.44356800","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","MOONAMBEL","3478","-36.98406800","143.31961400","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","MOORABBIN","3189","-37.94538769","145.07801360","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","INVERMAY","3352","-37.49268889","143.86777240","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","YARRAMBAT","3091","-37.65035100","145.12208700","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","MEENIYAN","3956","-38.57688876","146.01454730","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","BALLARAT","3350","-37.56739800","143.80997790","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","EVERTON UPPER","3678","-36.39548978","146.56675610","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","ABBOTSFORD","3067","-37.80991400","145.00551700","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","ARMSTRONG","3377","-37.21411400","142.89528100","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","PORT MELBOURNE","3207","-37.82847542","144.93679390","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","WODONGA","3690","-36.12313211","146.89802420","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","WOOLAMAI","3995","-38.52653893","145.54347900","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","BRIGHTON","3186","-37.91060400","144.99024300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","SMITHS GULLY","3760","-37.62872580","145.28065040","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","BAIRNSDALE","3875","-37.82541170","147.61300470","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.36060100","146.68875100","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","CAULFIELD NORTH","3161","-37.87334900","145.03666300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","RED HILL","3937","-38.36656500","144.97730200","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68763764","145.47729320","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","RESERVOIR","3068","-37.72863300","145.00588500","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","CLIFTON SPRINGS","3222","-38.15428870","144.57969924","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","WILLIAMSTOWN","3016","-37.85877500","144.87684000","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","NEWTOWN","3220","-38.15761833","144.34813190","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","DIXONS CREEK","3775","-37.61211800","145.40335500","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","TOOBORAC","3522","-37.04407200","144.79824500","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","ABBOTSFORD","3067","-37.80973900","145.00406100","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","LETHBRIDGE","3332","-37.94772523","144.15616580","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","BALLARAT","3350","-37.62772110","143.89067490","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","YACKANDANDAH","3749","-36.28645769","146.81444460","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","HEALESVILLE","3777","-37.64582385","145.51422180","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","GOORAMADDA","3685","-36.00048000","146.59512700","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","ROSEWHITE","3737","-36.58837504","146.83616490","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","LOCH","3945","-38.36521075","145.69913503","Gippsland","Not allowed"
"Producer's","Unspecified","Between 50 and 99","SPOTSWOOD","3015","-37.83467041","144.88534535","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","WENDOUREE","3355","-37.54103256","143.81083309","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","MUSK","3461","-37.36510894","144.20176990","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","SUNNYCLIFFS","3496","-34.28231000","142.18847900","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","DENVER","3461","-37.28697064","144.30763780","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","KILLARNEY","3282","-38.33856380","142.32836430","Barwon South-West","Not allowed"
"Producer's","Unspecified","Between 100 and 199","BURRAMINE","3730","-35.99430690","145.85889050","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","RICHMOND","3121","-37.81894796","145.01314805","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","BALLARAT","3350","-37.54680246","143.87590430","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","LYONVILLE","3461","-37.38780600","144.26032900","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","TOLMIE","3723","-36.95576110","146.21906410","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","DUNKELD","3294","-37.65440419","142.39001755","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","HEATHCOTE","3523","-37.68239300","145.01309200","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","SCOTSBURN","3352","-37.65582659","143.94469630","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","NICHOLS POINT","3501","-34.20769310","142.19988230","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","CAULFIELD","3162","-37.90167200","145.03067900","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","KEILOR PARK","3042","-37.72237315","144.84867580","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","WAUBRA","3352","-37.34133085","143.59818660","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","ROMSEY","3434","-37.35058590","144.72797830","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","WARRANDYTE SOUTH","3134","-37.75670300","145.23847400","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","CURLEWIS","3222","-38.18643066","144.51208910","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","WATTLE BANK","3995","-38.56335700","145.71464000","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","KIALLA","3631","-36.44061455","145.43606040","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","WALLINGTON","3221","-38.22649110","144.52120080","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BRIDGEWATER","3516","-36.58873653","143.95236210","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","WHITLANDS","3733","-36.68795312","146.36414105","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","WOORAGEE","3747","-36.28884400","146.76216400","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","ARARAT","3377","-37.28701741","142.95281810","Grampians","Not allowed"
"Producer's","Unspecified","Between 100 and 199","MOUNT DUNEED","3216","-38.23536644","144.33447430","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","LACEBY","3678","-36.38925800","146.32064900","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MYRTLEFORD","3737","-36.56370745","146.70355610","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.36060100","146.68875100","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","KOYUGA","3622","-36.24686868","144.83601700","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","HORSHAM","3400","-36.70863560","142.19868160","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","AVOCA","3467","-37.07929083","143.49686940","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","HESKET","3442","-37.34910678","144.62657040","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.37582700","146.62282100","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","SWAN BAY","3225","-38.23905725","144.63929420","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BALNARRING","3926","-38.33898100","145.10783600","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","TORQUAY","3228","-38.33159199","144.30708930","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.39986321","146.65153580","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MURROON","3243","-38.43849940","143.83363520","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","CROYDON","3136","-37.79512794","145.28364560","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","KEILOR","3036","-37.69412133","144.83025100","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","SEVILLE","3139","-37.78723647","145.48776040","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","TUERONG","3915","-38.27391904","145.08147360","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","YARRA GLEN","3775","-37.63868281","145.43063500","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","RED HILL","3937","-38.37437386","144.99358090","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68379101","145.45243360","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.34275769","146.66549280","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","DROUIN","3818","-38.17439791","145.79490480","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","OFFICER","3809","-38.05419797","145.40156540","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","GRUYERE","3770","-37.69594287","145.48996130","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","TOOLLEEN","3551","-36.72733529","144.68509490","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","LOCKSLEY","3665","-36.86251538","145.37326910","Hume","Not allowed"
"Producer's","Unspecified","Between 20 and 49","WANDIN EAST","3139","-37.82190572","145.44902430","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BUNBARTHA","3634","-36.27909871","145.36844030","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","FLOWERDALE","3717","-37.32829185","145.33188390","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BENDIGO EAST","3552","-36.75115029","144.32120370","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","TOOLLEEN","3551","-36.74534553","144.69665660","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.71762829","145.38459000","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","MOONAMBEL","3478","-37.00042212","143.31876770","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","PASTORIA","3444","-37.24027507","144.59016130","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","LEARMONTH","3352","-37.42373761","143.71743540","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","TOOBORAC","3522","-37.04209595","144.79842390","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BEAUFORT","3373","-37.42913396","143.39066610","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","SUNBURY","3429","-37.51984885","144.65947160","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","LOCH","3945","-38.36908198","145.70745498","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","CRAIGIE","3465","-37.11059673","143.76146040","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","RAVENSWOOD","3453","-36.89412234","144.20320270","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COBRAM","3644","-35.92157538","145.59010900","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","ELLINBANK","3821","-38.24452160","145.95744090","Gippsland","Not allowed"
"Producer's","Unspecified","Between 20 and 49","ECHUCA","3564","-36.14911922","144.73126940","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","SHOREHAM","3916","-38.41338766","145.03935870","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","DROMANA","3936","-38.33622300","144.98872000","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","KYABRAM","3620","-36.28655689","145.05677410","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COOPERS CREEK","3825","-37.99459865","146.41503110","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.35105753","146.70466250","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.05367834","146.45951730","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","SILVAN","3795","-37.84256809","145.42868480","Metro East","Not allowed"
