"Category","Trading Hours","Maximum Capacity","Suburb","Postcode","Latitude","Longitude","Region","Gaming"
"Producer's","Unspecified","Unspecified","WALLINGTON","3219","-38.21148461","144.51565040","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.72443068","145.37908870","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","SHOREHAM","3916","-38.42351804","145.04714980","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","RESERVOIR","3073","-37.71787500","144.98484500","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","MACARTHUR","3286","-38.03937098","141.97914450","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","WARRAK","3377","-37.25838057","143.17520440","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","RED HILL","3937","-38.37094529","145.03775750","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","FERNTREE GULLY","3156","-37.87397443","145.28366910","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","CORNELLA","3551","-36.68152036","144.74720620","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","SOUTH GEELONG","3220","-38.16396295","144.36577370","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.35717761","146.70344960","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","NAGAMBIE","3608","-36.79791079","145.15765350","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","CURLEWIS","3222","-38.16083424","144.54224220","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","GRUYERE","3770","-37.69963453","145.43211600","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BARNAWARTHA NORTH","3691","-36.10837460","146.76436840","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BENDIGO EAST","3550","-36.74937329","144.30849650","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BELLARINE","3223","-38.14234821","144.60047330","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","TRUGANINA","3029","-37.82672852","144.76305850","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","CHELTENHAM","3192","-37.95668729","145.03908610","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68603154","145.48545250","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","NEWHAM","3442","-37.30620419","144.58729020","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MANSFIELD","3722","-37.06309825","146.10331860","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","CASTLEMAINE","3450","-37.05671881","144.21421150","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","COROP","3559","-36.49573503","144.77890480","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","SALE","3850","-38.09105806","147.06825420","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","IRYMPLE","3498","-34.23863114","142.16283120","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","CARRUM DOWNS","3201","-38.10141345","145.17044000","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","BRAESIDE","3195","-38.00314676","145.11325450","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","MYRTLEFORD","3737","-36.60993379","146.66409070","Hume","Not allowed"
"Producer's","Unspecified","Between 5 and 19","SHOREHAM","3916","-38.40934062","145.00614730","Metro South","Not allowed"
"Producer's","Unspecified","Between 200 and 499","DIGGERS REST","3427","-37.65317160","144.67819490","North West","Not allowed"
"Producer's","Unspecified","Between 50 and 99","KENSINGTON","3031","-37.79808532","144.93448230","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","LANCEFIELD","3435","-37.24388675","144.68753430","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MOUNT PLEASANT","3350","-37.57785464","143.84991880","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","DINNER PLAIN","3898","-37.02551873","147.24474580","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","KAARIMBA","3635","-36.17182335","145.33157990","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","HARCOURT","3453","-37.00532178","144.25367447","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","SILVAN","3795","-37.83225618","145.42992130","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","RAVENSWOOD SOUTH","3453","-36.92732485","144.22910270","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BRUNSWICK","3056","-37.77726805","144.97015630","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","WANDILIGONG","3744","-36.78917001","146.97677010","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","CASTLEMAINE","3450","-37.05599020","144.21442140","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","MOONAMBEL","3478","-37.00035404","143.33118710","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","ALTONA","3018","-37.86072026","144.80674990","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","STRATHMERTON","3641","-35.86495755","145.39875630","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","SCORESBY","3179","-37.89893402","145.21773680","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BAYSWATER","3153","-37.85057283","145.28107000","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BRUNSWICK","3056","-37.76428411","144.95464028","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","THORNBURY","3071","-37.75589400","145.02687200","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","HEPBURN SPRINGS","3461","-37.30942828","144.14273331","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","LANCEFIELD","3435","-37.30733615","144.71270460","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","FOOTSCRAY","3011","-37.81007230","144.90410694","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","KEILOR PARK","3042","-37.72046734","144.84905214","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","BRUNSWICK EAST","3057","-37.77111500","144.97158200","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.04766680","146.43036610","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","HEALESVILLE","3777","-37.65807800","145.50691500","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","MALDON","3463","-37.00424903","144.08351828","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Between 20 and 49","MOUNT BRUNO","3675","-36.32484243","146.15361608","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MOONAMBEL","3478","-37.00024400","143.30707400","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","PRESTON","3072","-37.74878500","145.00285600","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","HARCOURT","3453","-37.01799977","144.27129122","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","NAGAMBIE","3608","-36.79360791","145.14482286","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","MITTA MITTA","3701","-36.51592610","147.36906488","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","STANLEY","3747","-36.42392400","146.75613900","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BARINGHUP","3463","-37.00837075","143.99062720","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BLAMPIED","3364","-37.36450790","144.01591379","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","INVERLOCH","3996","-38.63030337","145.71696919","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","SOUTH MELBOURNE","3205","-37.83206015","144.94952760","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","SEAFORD","3198","-38.11608500","145.13839000","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","KING VALLEY","3678","-36.67816600","146.41312500","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","YARRA GLEN","3775","-37.65787645","145.40125289","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","PORT CAMPBELL","3269","-38.61861425","142.99503544","Barwon South-West","Not allowed"
"Producer's","Unspecified","Between 20 and 49","PORTARLINGTON","3223","-38.14039801","144.59710405","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","ACHERON","3714","-37.30019480","145.70175601","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","WANDIN EAST","3139","-37.79818040","145.45119409","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","POMONAL","3381","-37.18844604","142.61173170","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","WAHRING","3608","-36.66587624","145.23973140","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BUXTON","3711","-37.40252628","145.70770425","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","KING VALLEY","3678","-36.73106500","146.40768200","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68381071","145.48190500","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","MOOROODUC","3933","-38.25642200","145.13274600","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","RED CLIFFS","3496","-34.30885140","142.18678733","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","BAMBRA","3241","-38.36452841","143.94357629","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","NARRE WARREN SOUTH","3805","-38.06336200","145.32120600","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","GRUYERE","3770","-37.72052015","145.46250040","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","COLLINGWOOD","3066","-37.79826400","144.98604700","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","WILLIAMS LANDING","3027","-37.85804275","144.74440040","Metro West","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.36045834","146.68607355","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.71954395","145.36639062","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","EVERTON UPPER","3678","-36.40422900","146.55569100","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","LANG LANG","3984","-38.26423824","145.56594485","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","KANGAROO GROUND","3097","-37.68013623","145.22103725","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","BEECHWORTH","3747","-36.36847264","146.69642472","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","KENSINGTON","3031","-37.79037644","144.93501588","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","WANGARATTA","3677","-36.35946693","146.31329490","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","RUTHERGLEN","3685","-36.08287100","146.51164700","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","COLLINGWOOD","3066","-37.79787098","144.98609878","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","FINGAL","3939","-38.41880300","144.85838300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","DROMANA","3936","-38.33229880","144.98738531","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","FYANSFORD","3218","-38.14961824","144.30734956","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","FOSTER","3960","-38.66546483","146.18253166","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","MAIDEN GULLY","3551","-36.76206210","144.20043335","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","HEATHCOTE","3523","-36.78201688","144.73556370","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","CARNGHAM","3351","-37.59163885","143.53502195","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","MOUNT TOOLEBEWONG","3777","-37.71496400","145.56180800","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","KINGOWER","3517","-36.60874550","143.74936212","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","KANGAROO GROUND","3097","-37.68883300","145.22196900","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","CONNEWARRE","3227","-38.26067632","144.43175755","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","EVERTON UPPER","3678","-36.39110111","146.56939158","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","COORIEMUNGLE","3268","-38.53390635","143.13784621","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","SEDGWICK","3551","-36.85981883","144.32430168","Loddon Mallee","Not allowed"
"Producer's","Unspecified","Unspecified","NAGAMBIE","3608","-36.78305406","145.15933429","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","BAYSWATER NORTH","3153","-37.83569497","145.27151559","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","BRUNSWICK","3056","-37.76728341","144.95792543","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","GLEN IRIS","3146","-37.85903635","145.05748543","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","DOCKLANDS","3008","-37.81413814","144.93872769","Metro North","Not allowed"
"Producer's","Unspecified","Unspecified","DEREEL","3352","-37.80160068","143.75544625","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","FOSTER NORTH","3960","-38.62262040","146.16808199","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","KORUMBURRA","3950","-38.43274863","145.82489184","Gippsland","Not allowed"
"Producer's","Unspecified","Unspecified","RAINBOW","3424","-35.89824040","141.99519906","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","COLDSTREAM","3770","-37.68369900","145.46950000","Metro East","Not allowed"
"Producer's","Unspecified","Unspecified","DANDENONG SOUTH","3175","-38.03249500","145.20341300","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","REDBANK","3477","-36.95080600","143.34577800","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","DANDENONG","3175","-37.98516800","145.20009400","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","LEOPOLD","3224","-38.20231669","144.49603846","Barwon South-West","Not allowed"
"Producer's","Unspecified","Unspecified","EVERSLEY","3377","-37.21618906","143.19286964","Grampians","Not allowed"
"Producer's","Unspecified","Unspecified","GUNDOWRING","3691","-36.42504900","147.05314200","Hume","Not allowed"
"Producer's","Unspecified","Unspecified","DANDENONG SOUTH","3175","-38.04880717","145.21101112","Metro South","Not allowed"
"Producer's","Unspecified","Unspecified","NORONG","3682","-36.06567300","146.36958300","Hume","Not allowed"
